"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1d1e6a92-4c79-4cfd-b6a1-eea37e486c63","","folder-normal","","","step","TRUE","FALSE","Site QA"
"320e6e77-1cd7-4e50-97b7-0763c598e6c1","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B"
"1288f73d-af33-474c-9d1d-c76834ed5bb1","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground"
"a6ecec03-b91a-4fc3-bfca-7d236c26ca48","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","50"
"ba719a69-ddb9-4968-b3c1-c83993596824","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","52","Wall Sheeting"
"371b9eba-1a58-4fca-94eb-2e63d6f0fabe","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","52","Wall Finishing."
"063a3ac8-62f9-4521-a174-ccca4b51d326","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","52","Ceilings"
"5735ad32-85c3-454f-aea4-02eb009c97ee","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","52","Speedpanel"
"783e0215-5777-4375-b9b0-bde5eb339208","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","53"
"f362e1cc-0492-40ae-9e72-6f599a93d37c","","checklist-flat","","2be0586f7739c963a1df599c1d63a216da81ddff79ff2a430c39b7e65a108b2e","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Wall Set Out."
"913ee72c-350a-4351-bc02-121efbc5fd74","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Wall Framing."
"fc3d728e-7dab-4959-8aff-18be2b3e6441","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Wall Sheeting"
"01da36c3-0a2d-43ed-b5b7-cffbd009f43a","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Wall Finishing."
"62aeebe2-f0d2-45d5-a964-1b93483c0762","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Ceilings"
"e37acc2a-a07c-4a94-911a-e25c8ebcd429","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","53","Speedpanel"
"8e382138-0135-4108-8b27-69da99bfd981","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","55"
"eefe1887-efd9-46a2-83ff-019b9b42bd4e","","checklist-flat","","0d5dea0e31c86bd30e39f3e96cc1a707a4d29280aba6f25bbdbc7700143e6d27","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Wall Set Out."
"1ebcbfce-7fdf-4ecc-b09f-824959476682","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Wall Framing."
"7b459c03-26f8-4159-a4db-4f3f9b9d8892","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Wall Sheeting"
"ba4bbc07-c260-413a-aa44-e7e4ab1791f4","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Wall Finishing."
"859ac6a7-eacb-4bfb-b33c-43444ab0592b","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Ceilings"
"5a5342bf-f3f5-403e-9774-ba3b6267348f","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","55","Speedpanel"
"8147a9dc-bc2e-4a8b-a3e4-63a1cc1ea8f0","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","56"
"49921a44-cdcf-4dcf-be1d-3dd402dfe836","","checklist-flat","","8ad0a89b673504b7c42caa4807517c3bee8bd66bb26ce21a8642789b1e3e62e7","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Wall Set Out."
"e017b17f-e460-4722-834f-1076418b5cea","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Wall Framing."
"3ece778d-fb89-4112-83c1-9e3aa1cf1f75","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Wall Sheeting"
"807e8ef9-c4ec-44be-9c31-45898281f0eb","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Wall Finishing."
"45dfe396-c2bf-480d-a8fb-0c25c100abc2","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Ceilings"
"8a475eae-574b-4e17-9bfb-bbe60e3d4892","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","56","Speedpanel"
"30b07341-9e7f-46cc-ba44-732094d8e6fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","58"
"2135aa61-35f8-4a71-9d7a-58dd6338c3b9","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Wall Set Out."
"de0a583e-459e-4c20-a7e6-8fc6c668f44a","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Wall Framing."
"db7d7b6e-92e9-41e2-b0b8-f72438b58abf","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Wall Sheeting"
"3990480a-4384-4607-a904-39bc77347c6e","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Wall Finishing."
"23d7a190-76d4-4fa2-b9ee-a42435853187","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Ceilings"
"50ff342a-04a4-4dfc-83a6-dc59608aa60b","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","58","Speedpanel"
"b41df816-1453-40c9-ba6d-a89914070190","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","59"
"f6e4bd5c-a602-492a-b3f2-8d05fb25b82a","","checklist-flat","","b07ade453b9474e9ba10b7b751cdf3e65081274e1972d89d25b21713f3318910","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Wall Set Out."
"b3d9b6b5-fba4-4741-b4ea-a2512e621ea5","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Wall Framing."
"e9502d08-6673-4318-804b-156e2e8d4cde","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Wall Sheeting"
"f3181366-ce3f-4d1a-96e9-41e28e30ab69","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Wall Finishing."
"3f069871-c5ff-4efb-b21b-7a7293ae6808","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Ceilings"
"d70d9b4f-211e-4b55-8606-320ae4e32c22","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","59","Speedpanel"
"779f32cc-620b-4529-9207-91e58f3429ca","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","60"
"17fc8950-6e89-4993-92ca-0dc9a1e05c14","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Wall Set Out."
"3c4f3f2c-837b-41f1-89df-8b5474eb78c0","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Wall Framing."
"aa60cddf-7a1d-44e2-aedb-26e8238be82e","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Wall Sheeting"
"180934e7-4f08-4f87-b264-c91ac100353d","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Wall Finishing."
"3a70177b-2007-4ef8-a1bb-3a49cfa7ffb2","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Ceilings"
"647b07eb-5623-49d3-b5fb-57148657bf72","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","60","Speedpanel"
"3f0bee41-7c50-478b-b41f-9a8041b952a1","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","61"
"5afe37f6-90f8-431f-a10a-96fcb4d95882","","checklist-flat","","61a9299a9919d1535d51b96449fd94c43414fa9ed72c36255807b5c28ae766fb","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Wall Set Out."
"4034fcc7-76d8-487f-a8b6-de350b4a27c2","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Wall Framing."
"f4264454-c6b9-46cc-bbba-d5d9ec31b4e4","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Wall Sheeting"
"52683c3c-1b4b-41ca-9cd5-beadf4344a29","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Wall Finishing."
"38a4d161-3193-4825-b609-b22c0a431341","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Ceilings"
"0fcc0149-fcb8-412c-a594-51419c231bf2","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","61","Speedpanel"
"57414ab6-ec72-4200-baa0-68986592f189","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","71"
"34ea06f5-6212-43db-9d60-810246a696e4","","checklist-flat","","78a7b16206dc9f748e6a6002803bdd91738a923e6f61cc445db68c91db5f987d","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Wall Set Out."
"d066fa87-99dc-4544-a441-c795ffd487c0","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Wall Framing."
"146f8f35-4c5d-48dc-bb2c-4d888a594d28","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Wall Sheeting"
"033f79cd-e7f2-4f9e-8cf2-5eb3ec89583f","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Wall Finishing."
"0a422bf4-b2ed-415b-9968-edbbd3f6cdf5","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Ceilings"
"60579b60-1ea8-425e-bdbe-2e41c44f0ce9","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","71","Speedpanel"
"5b19cc99-7596-49ec-b372-8c957a6fd484","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","72"
"237e6e59-a615-4279-b1af-c824ca498e89","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Wall Set Out."
"5971e255-a5e4-45ef-bec2-8d7d2d1009be","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Wall Framing."
"4d2f5e59-224e-442c-aa13-d1b43f81aebb","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Wall Sheeting"
"cbfe0c85-04df-4e56-bd30-2ee035109315","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Wall Finishing."
"660f5f39-cbd2-4ed2-b984-bd5610739058","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Ceilings"
"fe685b48-594e-4b92-bea4-a89c2ab7c65d","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","72","Speedpanel"
"6ec203e1-9f35-4538-8311-cc47f0b3463d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","73"
"06891f5c-2875-413d-9002-0a3e2384476b","","checklist-flat","","02037cc7fa63ab3b91c51e265fccb5b5c94cac854514f63338ba2b3f82090c45","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Wall Set Out."
"bb1e1e39-ff79-47dc-9880-2663fbd35285","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Wall Framing."
"72decee1-2173-4efc-b2c2-bc637169856e","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Wall Sheeting"
"95f53fe1-7a02-4b23-b233-353eb2ef13c6","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Wall Finishing."
"e49f5b54-cab7-4556-a4e3-60acf4005dcb","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Ceilings"
"f36037e3-04f6-4aee-b396-972bb2993a41","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","73","Speedpanel"
"1330794c-dc3d-45a7-89c8-aeb94ef806b4","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","74"
"6440e2e3-0905-4685-8c4f-ad77cd044068","","checklist-flat","","78a7b16206dc9f748e6a6002803bdd91738a923e6f61cc445db68c91db5f987d","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Wall Set Out."
"4e53277e-e885-4d1d-bcd6-92779bf80ea7","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Wall Framing."
"fa41450c-872b-43ef-8557-f04f1b8ca9fb","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Wall Sheeting"
"9d61f8f8-2587-4f07-a221-4b833ecf767a","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Wall Finishing."
"d401cd05-9888-4c77-be17-fb24ba61ba69","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Ceilings"
"92d27d6c-423e-4c72-8175-be6ce1bebfc2","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","74","Speedpanel"
"85debf28-7015-4026-bae4-c2427dcfca86","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","75"
"dcaec0c3-28fd-4b76-8e31-c975fc5d664a","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Wall Set Out."
"6bb29de2-061a-45f4-8f03-2b42a7bee27e","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Wall Framing."
"66cf4652-10e4-4c2a-a5c6-e0aea4ebcd48","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Wall Sheeting"
"fe52b0a0-b86d-4776-b50d-551710a6b194","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Wall Finishing."
"838195ba-acec-42e5-a500-0753695263c9","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Ceilings"
"93d6168c-efab-4a34-a8e0-dd9467854886","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Lower Ground","75","Speedpanel"
"fbe22b81-75a9-402c-942b-10d1faa4301d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground"
"da933cfb-c625-4e0e-8be9-d0558ad1f193","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","50"
"fc9a4f01-fdf4-45f3-a833-75411aba226a","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Wall Set Out."
"b585c3cf-3898-40d4-ab3f-ed1b040ffa26","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Wall Framing."
"ec0c6555-c29a-45cf-9557-342da84b6b7a","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Wall Sheeting"
"730476f0-e8bc-451a-962b-9bd4e94ce12a","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Wall Finishing."
"9d022356-dd65-43c8-a908-b9b508785242","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Ceilings"
"89624cfe-70e4-4ec3-9cd8-dbd05e759186","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","50","Speedpanel"
"24816305-fe89-473c-b5d4-60904de44f57","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","51"
"508afc0b-9160-4b3b-96c9-0cbd7b5ecb08","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Wall Set Out."
"ae27bdca-6eaa-457e-97e7-5479c3036adb","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Wall Framing."
"6846b920-9fc9-4239-91f0-ab138ac52f3a","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Wall Sheeting"
"b12ae264-65fb-4684-8b29-5857828b13c7","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Wall Finishing."
"e2289e90-1d86-4032-a61b-a4c12844ea08","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Ceilings"
"e5d2fd26-861a-4955-85c4-1076ecd86245","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","51","Speedpanel"
"c8b453f1-3ba3-426f-93e6-006298777d8a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","52"
"97335f13-c263-4491-a370-8049adb80432","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Wall Set Out."
"6a1d96ce-b79e-4460-8b27-dc240807b7a8","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Wall Framing."
"594c34c5-e054-44ec-9a52-049f16895909","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Wall Sheeting"
"6e11e5bb-ba66-4ce7-ad04-9725bc9e405f","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Wall Finishing."
"4b93ce13-c6ac-4eb9-ac1c-1b865821c60c","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Ceilings"
"e8e948e9-3a97-4379-8d92-a586930a1494","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","52","Speedpanel"
"69a8ea38-d882-49c0-b061-b885c77a75eb","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","53"
"b52b2c59-9ef8-442b-bfe9-31f5125fc811","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Wall Set Out."
"4e46eb89-3a0c-4f0b-b78b-43ef8eedd510","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Wall Framing."
"409cdb57-7ba0-478a-be0b-b928be872bea","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Wall Sheeting"
"554b19dc-0a1a-4770-ad5f-ded95651ad23","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Wall Finishing."
"018f7500-0923-4013-91d6-739e4b26c119","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Ceilings"
"f7f7fdd5-00cb-49f8-9eef-30145915d345","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","53","Speedpanel"
"5186e783-1e1a-4ff4-b3e0-9142345bb6ab","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","55"
"a2ee396c-1034-476a-b7cd-a9dc25860ebb","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Wall Set Out."
"30fe4e6e-0d90-4057-bb10-3f0f37e46163","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Wall Framing."
"520dac4a-22a0-471d-9fa4-2d6a51c5b035","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Wall Sheeting"
"74b6fab7-59ee-4cf9-a957-14f8b36bb07b","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Wall Finishing."
"a1f4b470-f7f9-4069-9942-100c8e820f48","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Ceilings"
"1d087664-7645-4b9e-b3f8-0076a6e8eecf","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","55","Speedpanel"
"ed8e0de9-7714-439e-8a3f-457be25d024d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","56"
"b77c56a4-693a-4906-8f90-7cab770150d6","","checklist-flat","","5011a59b6577eb6f68f3373ebc942ccf3c7ac43c400aaf3b49a89e2605e55982","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Wall Set Out."
"94e4dcf4-6d0a-4d51-85f0-ee4fca2691ae","","checklist-flat","","Wall Framing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Wall Framing."
"a375c788-f29a-4fc9-acf6-928d10cf8e98","","checklist-flat","","Wall Sheeting","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Wall Sheeting"
"76cd508a-f763-4be8-92a0-b22ec334e1ec","","checklist-flat","","Wall Finishing","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Wall Finishing."
"f9309c2f-7ab8-475e-a6e6-a9c63339e0f0","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Ceilings"
"c1dbaf97-0fbd-44d4-b98e-dfe228d3e522","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Ground","56","Speedpanel"
"99bc2c57-1fa1-4035-ae01-78a9bc7efb5d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Ground","58"
