"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fd44f24e-dbf5-492c-9c69-8aa42f5edf35","","folder-normal","fail","","step","TRUE","FALSE","Building A"
"d55a5baf-0625-4007-9d6c-aaa067c43a76","","folder-normal","pass","","step","TRUE","FALSE","Building A","Basement 1"
"5ca993b8-486a-4bd2-8bbb-cc772c5abf02","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C78"
"a9da747e-4a2c-43f7-992d-7a3a72511cec","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C79"
"ad6cfb31-9a93-4658-a42d-c9add30f1005","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C80"
"58faa984-68da-4bdf-855f-a407a380cfc2","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C81"
"8eaea005-fac9-47c9-a98f-ca0d2806d44b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C83"
"e56b87fc-1dc4-4a4b-a474-1f599d4aa230","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C84"
"05c5826c-6993-44bb-bc07-6651cf4bf2f1","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C91"
"682e1ad8-ca1a-4693-900d-5c45e84c0945","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C92"
"389a7ab3-ce76-47f5-8add-406c91e3e7fa","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C95"
"8860afae-e851-4a52-a982-f3265839d37e","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C96"
"6fd5c265-cc47-4e71-a05e-0146509d0267","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C97"
"57f6863e-f886-421f-8629-57bef807958b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C98"
"210e4357-4850-423e-8719-d910f92eb65e","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1C99"
"4f3485c3-1797-4a0c-89b9-2b2ada9ec7b6","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P01"
"689fb5a4-a8e6-4667-b611-68b8665f9b29","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P02"
"0920a17c-544a-4c7b-8011-f54a964f7270","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P03"
"4a5c2da1-c6e1-468b-b4a7-036b5a12e6e1","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P04"
"4a51dd11-a33e-4342-b1cb-7c2d0496dd04","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P05"
"e0d306d1-bcd5-4513-92fe-e05c93461c61","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P06"
"876068ac-c1a2-4278-82c6-ec35c937bc0f","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P07"
"e627fdba-5961-420a-ae5b-c8c2a5f90fa0","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P08"
"2bad0f99-f1c8-4aad-bffd-5bfa4822a52b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P09"
"c11fce25-6a8a-4b7c-b26d-39280b9836c8","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P10"
"904a92c5-82f6-45a6-8780-7415b7043468","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P11"
"7e5f458f-016c-447a-af55-b3a75628cb35","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P12"
"f3bb5902-ee90-4d97-ab5b-553a9946fcdf","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P20"
"d4f0a81d-77d5-4146-b242-bbd387a912a4","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P21"
"d68f5965-6a2e-4cfd-b57b-7df80e71f54d","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P22"
"117c27d7-6d92-46fc-b8a1-5a82f8632a65","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P23"
"e60b7aa1-d5d8-4b87-8727-e570c2526d43","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P24"
"f95901a2-17b3-4deb-b79c-39358c382629","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P25"
"5de4df1d-d870-40c9-b864-61d79003338e","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P26"
"f393ae02-1fd7-4db7-b8c8-8efcb6fde5bf","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P27"
"f3e2bfeb-4cc7-4c7b-b7b8-939f127f3e96","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P28"
"3ad662d7-060b-4422-b26b-d053d8cbffe0","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P29"
"d974b1d3-0e06-4583-b39b-4d8ef1494e6b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P30"
"8fc5ce65-a835-43fa-a468-6a1a9642e915","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P31"
"9cb482cf-faa2-4485-9e00-cc705161106b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P32"
"b114f392-e58e-47b2-90f5-4d828c95450a","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P33"
"342579a7-8ad6-4cf9-9fff-62e9933fe3de","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P34"
"fc80d6c8-0cb3-49d4-b79c-b1339fd37421","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P35"
"c7a4875b-9337-438d-a32c-8b18a28f2ba0","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P36"
"db1bd422-3dcb-48dd-b49d-bc3de09203b4","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P37"
"a1bb4031-51c5-4bb1-829a-6196c39c9767","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P38"
"ee10f8c9-baaf-4774-959c-8fa81502ed4c","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P39"
"6b8000a8-1735-4f26-a4e6-2a45781349f5","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P40"
"8661c72a-088e-44c7-ad85-11b8f6f74be8","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P41"
"35c64389-d478-45ab-a476-e61ebf782618","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P42"
"3f325adc-1d37-478f-bcf2-30bda468c9e4","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P44"
"96386dc1-1c16-4cf2-a35b-eaa4441b8405","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 1","A-L1P45"
"71208e97-2dfd-4a1d-9972-235d72ea0d0b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P47"
"87c98150-c2fb-4007-b723-9963ba80a0e8","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P48"
"5da3254f-11cd-4c94-a1a3-86f0f1f28d63","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P49"
"ef2be48c-b916-4a6b-8600-7a7cabee7d3c","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P50"
"cce5d739-ef8d-491b-b9e0-bbb8404f707e","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P51"
"739410e0-1d74-4a9e-8e6c-cef659db8a4c","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P52"
"ce97ae2d-bdae-497b-86f7-3d122bc01b6d","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P53"
"9848b2db-9ac5-4d54-beea-b489aac774f7","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P54"
"15884c1e-a8e3-4cc4-9497-c403277bc28a","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P55"
"0d459941-a544-44a2-8a25-f56daa329439","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P56"
"34525fb3-031f-49b6-83aa-7587e27df897","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P57"
"865873e7-94ea-4dc1-8d87-edb01b1c2539","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P58"
"ad2c118f-3afd-44b0-aca2-c2b4e4f1bb7b","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P59"
"b4bf130d-6342-4548-a996-0d97ac2cba95","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P60"
"7232a4b6-30d7-45b4-9ea6-f5a98c7c140a","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P61"
"0815785e-5497-462a-aa0f-84d306ee8e69","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P62"
"965eb9fc-1a0d-44bd-a1bd-71e5adf2831a","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P63"
"d84de74c-6512-4a69-9fb2-5fab91b8abfe","","checklist-sectioned","pass","96b5fc3d0f619705191ead6bb99a4ca9c7f7c14937c2e2798191ac53df5ee897","checklist","FALSE","FALSE","Building A","Level 1","A-L1P64"
"fe19c088-24f3-45b8-a71e-e4d7900947aa","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P65"
"e28256b2-1247-400e-8ed7-fbbc399451b0","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P66"
"b08ece08-5e80-402b-bcf8-d4dd59727477","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P67"
"654a15aa-867d-42c5-bb6e-6e9d05c8c10e","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P68"
"3baa0d59-50f6-43ff-9f21-8e0a0797ac03","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P71"
"b4ea4767-8343-4e8b-ac67-6a02941f3c6e","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P72"
"e6e4ea89-e6eb-4a81-8075-07ed5d14d493","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P46a"
"372eeca1-c986-4abb-84aa-4049f6780509","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P46b"
"f65294f0-89fd-44a1-8dea-d33737e2ae8a","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P70"
"76902955-7988-4a61-bb07-15a1e38adbda","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P69B"
"4a836355-a641-4e93-a1ab-a1382eafe98b","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P70B"
"8828e630-72c6-4cef-acda-5f4016039ea5","","checklist-sectioned","pass","a7d6c81fc712a5ab68a066215771eb7300a6ed80e0152fbcf83729cd37ba5ed7","checklist","FALSE","FALSE","Building A","Level 1","A-L1P69"
"66f9929a-ef84-430f-881b-6bb42a21b15a","","folder-normal","pass","","step","TRUE","FALSE","Building A","Level 2"
"566d985f-395a-4fb8-8271-c07263af3770","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B01"
"8bab8b24-1e45-4cbe-9d30-ac91d5324abe","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B02"
"1da098f3-eea8-426b-a5f5-9727d8458e38","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B03"
"e166e18b-1ab0-4c27-9cc1-3acd8110783e","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B04"
"2b199702-d3d8-45a5-a7ed-a0720842f72f","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B05"
"93ebea6c-a3ee-4487-a5b0-20873d8f3f1b","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B06"
"cb223e42-4d33-4506-ae18-b16aa8e758bb","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B07"
"72b256df-1dac-4ee8-8109-cccd5949e4bd","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B08"
"a2b85efa-524b-4920-8918-a410df4ddf7e","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B09"
"f58b9c71-2e69-49e6-a95d-35c5733d7f20","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B10"
"cab59850-4588-4168-ad89-2c980a0eb813","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B11"
"1c26c250-ba40-4651-84c4-b086c826589b","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B12"
"e8a9fc3c-10b8-4083-b5f1-49554cb395e8","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B13"
"2efaf06c-d872-431c-83dd-c850f379960c","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B14"
"83a42341-7122-4057-a01e-4b5d61486ab4","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B15"
"4243a6f9-0022-47bc-a615-a3b0cdae3d3b","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B16"
"f30b6fd5-f8b0-4dc4-83fe-c7b57ec0e722","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B17"
"41f9d71b-4ef7-4662-a9e2-6e01f8886eb4","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B18"
"25ed0584-f56c-4768-a8f7-3eeb4cf8c6eb","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B19"
"7b64f710-9c3e-4b0d-8b94-6c400ccf2adf","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B20"
"daf5ca72-938a-4507-be0d-8775ea1b5ae8","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B21"
"2594d9d2-5c90-4764-9f71-fab9b197fa77","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B22"
"d26cc40c-732d-4b53-becf-c1979a5a773d","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B23"
"2b9ee372-5bfd-4846-a8fd-1bfc53c9e643","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B24"
"ac4d5a74-b401-4f01-8b79-5abc6596df88","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B25"
"d23e9a77-f483-4ec3-aa21-89f9bc970dfc","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B26"
"4b33dfc4-c250-4746-990b-791c3f85d8e0","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B27"
"04f8f3a9-41dd-47d8-8335-b69f8732df81","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Building A","Level 2","A-2B28"
