"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ce9c4cc5-16f1-46fb-9b35-570b1176f4be","","checklist-flat","work-in-progress","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f664ef02-269c-46b9-bc2b-333f2bd39ddb","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-26"
"a1c22127-6f11-48eb-9bb0-0e527476bd89","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-27"
"9e36a9aa-7e6f-4572-a351-ccb52938139c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-28"
"9ec78688-f762-42db-9869-d187db6aba4a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-29"
"52d083bc-f042-464a-b589-ababe65467df","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-30"
"f43e2e48-edfb-4639-a397-3d357d913eff","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-31"
"12d65609-40e8-4c30-999e-5edaa2603e1e","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-32"
"225415c2-7007-4903-8d9f-50af50bc09df","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-33"
"4a04eff6-df21-4583-ab78-e02f8e49bbf5","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-34"
"3bcba393-f47d-4b54-803b-6bb6c4ff6f9c","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 3","Balustrade"
"7f410a3c-1312-41c5-b0e7-aaae8084e64c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-36"
"925c1d4f-555d-4c73-8fee-45fdef6d311b","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-37"
"e8316882-0401-45c3-b064-dbd6613757ba","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-38"
"3f8837fb-b31f-49fd-a5e2-9a5d9e003dd4","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-39"
"9c722f5b-8441-4421-9201-96c023092e65","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-40"
"91a0d0c1-f075-4878-8fe8-4583e20cea97","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-41"
"2fb50eea-c59b-487d-88a0-759ed1457654","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Balustrade","03-42"
"9f85dae5-fa2e-4eab-a50a-167efef99739","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 4"
"231c327c-116c-4635-8b56-85929b722f6c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 4","Panel"
"e38218e2-8f09-494b-a8db-acf91bab468a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-01"
"d267e1c6-5bdc-4a9f-ad24-29e5943187b8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-03"
"4d001211-5c88-4323-bd55-aa475389da0d","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-04"
"bc7c7bca-de7e-4aae-88ee-e7c891b939fa","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-07"
"057b1b89-7fc2-41df-819e-ac1e319297e8","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-08"
"1c68731c-4c5d-407e-92c6-4c9f339fbdd9","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-09"
"6be46808-4bb3-4a2c-b918-c0b13101900b","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-10"
"0c1296c6-1d20-411e-b7ff-afc5e207bcf1","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-14"
"40441f6f-2165-4e99-94d9-0c6cf37bd2e6","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-17"
"4a9b215e-d98d-4138-9f98-a8423ff94d76","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-21"
"ce567665-271f-44a2-b425-3263f4d45dae","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-23"
"6b5ba8d5-912e-46dd-aa8d-08d32d90aac2","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-28"
"b9c764ab-c133-4a22-b4e0-291c974f963f","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Panel","04-34"
"9c682719-ff70-4181-b8ec-286ee4612c8f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 4","Balustrade"
"1452c017-afec-4f7e-95c8-d695c0ee9d7d","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-36"
"3ecd8e49-5c0b-40ba-b24c-d7c714efe9b4","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-37"
"f89b56cc-8fef-4af8-955e-e9aee0a27e04","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-38"
"496d143f-0510-4b04-92bf-2878f0f60cce","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-39"
"f06f5fe3-0c95-412f-8b1f-90f359d1dcc6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-40"
"1b84860f-32e6-417a-b991-30a62d11f242","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-41"
"b64082db-7ff0-472c-bfe6-5de012301758","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 4","Balustrade","04-42"
"1fa8c876-c442-4bf7-9b02-59d222afdad0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 5"
"2524033d-f4d0-4cc2-a88f-c34a8911b9c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 5","Panel"
"262d2d76-91c5-4174-905d-fdfd618d0120","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-01"
"42b04d4a-ff5a-4adb-98f0-480811062937","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-02"
"0b9b3cf5-3489-47b7-be0e-c21063fa9fc1","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-03"
"0163d0c1-3726-4495-bd26-745e7c559ef5","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-04"
"e9a51875-64b0-42f0-8b41-277ff35c2809","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-05"
"c7b5ab2a-56e9-4d34-9a94-426d89c9d5f3","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-06"
"85cf291e-ca31-4c91-99d0-250f209b5f22","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-07"
"cb4e3b75-6daa-4a13-bab3-bdee5921ea77","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-08"
"5b763823-34ae-42de-bd1b-9a753f038463","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-09"
"02af4267-7b91-4258-bdb5-f8cbbe408afd","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-10"
"e873019b-1355-41e7-853d-196145387836","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-11"
"b4f67c8b-ba67-4756-bb3f-aee103a57f24","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-12"
"15910cc6-6cb1-41d8-8579-1267e4919e1a","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-13"
"8d069ed1-8e52-4fa7-a9bd-c1ac3011404e","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-14"
"292c0b74-1426-4668-a7b0-61c074dd3a84","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-15"
"bcf1f22b-c27e-4af2-8c86-be186aba6fcf","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-16"
"218999d2-5cb7-486a-a917-f5b0b0d79c52","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-17"
"25f773bc-13e3-4843-bed4-39766d115ab0","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-18"
"6921b870-0c11-4a02-a4eb-822236d5c22f","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-19"
"c97b841c-cd24-4c0c-98b3-8e95cfdfd3b5","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-20"
"3c41ab46-11c8-4946-9e8a-16003d9e6ea2","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-21"
"8ed4c868-1202-45b5-a5e5-8310c83fb40b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-22"
"d8f758ae-4ddb-4023-b902-95930bc4b2eb","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-23"
"3a18eed5-251d-46c0-8f88-ef7fee176732","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-24"
"f77c9ae2-9783-4c69-aef1-036e2012ac82","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-25"
"350ee092-b75d-44a8-9718-9e5e88917be6","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-26"
"52be9dc3-8f76-46e6-b09c-86f927a5b142","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-27"
"13f522fc-abad-4a48-b545-191987ff1c71","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-28"
"1e48ef59-d2f6-4e8b-a0db-dfc6152f2d5c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-29"
"3784080f-39a6-4eec-81b6-8902ecf93584","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-30"
"14d1703a-4e89-4cec-976b-918448e3caad","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-31"
"ed58e253-4ac6-41eb-9eda-6f3120c5845e","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-32"
"57a5aeca-a05d-4751-bf8d-cf8c008cc601","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-33"
"880cc14f-cff0-412e-9132-c9f8265cc43c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Panel","05-34"
"2eb7e496-a27b-4c8e-9c05-a448a616f5df","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 5","Balustrade"
"04f16b55-da5d-4822-8f9d-a5d3ca281e9b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-36"
"a8b65b96-d67b-41b2-8d5c-4bf089c5823e","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-37"
"14e100bb-76bb-4c8a-84b7-c338cb5c4a11","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-38"
"27439e21-5e53-454e-a0e9-3d534db3515c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-39"
"d77dc610-7b95-4c4f-a2df-0314b3533f7b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-40"
"7a380858-2894-46db-b477-d979fd2f606c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-41"
"7ae15342-51cb-4269-8584-2b30300ee1d7","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 5","Balustrade","05-42"
"7ed85330-3acf-486f-a673-4698f8beffb6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 6"
"484830c4-b3d4-4df4-9e98-89bbc79659a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 6","Panel"
"21b0ebd8-3fee-42d5-b79f-93ddd55b1c85","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-01"
"8e6b54a7-734f-4aff-9ffa-d9672ec978bc","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-03"
"43be5413-cd7b-45b8-afbb-d8dc2aef3bdf","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-04"
"6b8cdfb4-baa9-46b1-908c-b454f4c2eb1e","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-07"
"09650731-aa9f-4d8d-ac8a-cab8e9f74ec1","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-08"
"9d76e663-b42f-4e20-b752-09710ec2e664","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-09"
"71660412-e9fe-4b71-8c3a-0225342a0c18","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-10"
"93e22960-3670-4701-b27a-6fd7cbfca9b3","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-14"
"fbffdcb2-4a28-4092-b5af-cfa18c7e4773","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-17"
"ccfc83d2-bc62-4809-b024-de1252abe231","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-21"
"6db16944-f78b-45d9-bea8-7bab315dd8bb","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-23"
"5cb91394-5eb2-4efa-8462-020a23d6b103","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-28"
"3990e3d6-1442-4dea-ad63-c521c452e363","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Panel","06-34"
"beb10ea4-8e11-4772-90bd-6bb7f745d70c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 6","Balustrade"
"00734c44-6e49-4c99-9a84-b95bd98976ec","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-36"
"af2101e9-af28-4549-b5bb-a1b44c28d0c1","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-37"
"4457168d-33af-42d5-aad8-b7e96aa3433b","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-38"
"ff060a4e-a3af-40c7-8431-8122a470f715","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-39"
"97ac6d59-dbe4-4f5e-8081-acf106b8903d","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-40"
"03f31ee9-d74a-4d38-b513-ab393f726bfc","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-41"
"ad979e03-0927-4a03-b862-a4627efd03a2","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 6","Balustrade","06-42"
"51532b1f-605e-4b67-b4f5-adb311280e4d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 7"
"94ba7275-14ed-46b9-8a95-958ec29e78bf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 7","Panel"
"f64489cb-1fd3-4c0e-a90e-69137385e87c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-01"
"1e8ac0f3-5e9d-478f-9310-d1f98148c938","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-02"
"a4aec4e8-bb89-4a8b-b96d-6d8ebe99e5b5","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-03"
"f02909a5-3b5e-4ff1-a022-954eea1bcc17","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-04"
"60815f95-cc9b-4168-b28c-13c3240bdde0","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-05"
"c48c8e62-6890-4fcb-80fb-5343b7b32fd3","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-06"
"4f111a82-7b25-488c-902b-4035f2cfe56d","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-07"
"69c7e20d-5650-4501-9f22-8b985d002763","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-08"
"54665452-91cf-4817-a22a-99ad27774af1","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-09"
"efea0faa-254d-4642-84fb-f76b62e4459a","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-10"
"8bfd7237-d4f7-422d-8e62-563c82e37626","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-11"
"fdf0ac0a-2633-4e8d-ad24-4e81b65fd0de","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-12"
"7c404669-f0e7-42a9-a197-7abd216880cc","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-13"
"f135c3ca-f267-4311-bee1-b986363ccaff","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-14"
"b7627fba-1e78-40fc-8bb9-cde1afe9a02d","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-15"
"64d74bb9-c6ef-4253-bb28-7d25753c6b7a","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-16"
"0c837818-29b7-4a41-a258-c9e62bcb9a83","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-17"
"ef62c3f1-adca-4b4b-94df-d89863a27176","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-18"
"4d55c92f-08ff-4f88-b356-8bb92f367b72","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-19"
"34ee48f8-36f8-4cf0-858a-ccfd8e510dd3","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-20"
"e6ed6491-f327-41ba-96de-b27cb0c0341f","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-21"
"2d4aca54-fe97-4514-a093-1b60d842ef45","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-22"
"ca34114f-8a44-46fc-9725-a2bb26b427e4","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-23"
"0e828c62-2aa3-4336-8094-dec4611aaf06","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-24"
"2a6e07a7-7605-480b-803a-a234c016925c","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-25"
"b708dae6-b377-443d-be1a-4e0e9a806d61","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-26"
"cbb0b99f-7200-48af-8f30-2998a15d9d57","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-27"
"1505b35f-c9cc-4783-963d-1c2ea5eb22d4","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-28"
"cfa97612-970b-4ad0-a8e8-53ba34f2499d","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-29"
"adf502e1-3c23-447d-b358-90ca06b20737","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-30"
"27b23799-e655-473a-a3ea-bd521ce67de1","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-31"
"2a0e19ee-dbe2-4f59-8773-52ae4fefcd95","","checklist-sectioned","work-in-progress","Manufacturing Checklist","checklist","FALSE","FALSE","Manufacture QA","Level 7","Panel","07-32"
