Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
,,"Lobby, Lift & Stairs",expanded,level 16,"lobby, lift & stairs",fit off,
,,1601,expanded,1601,level 16,fit off,
,,1602,expanded,1602,level 16,fit off,
,,1603,expanded,1603,level 16,fit off,
,,1604,expanded,1604,level 16,fit off,
,,1605,expanded,1605,level 16,fit off,
,,1606,expanded,1606,level 16,fit off,
,,1607,expanded,1607,level 16,fit off,
,,1608,expanded,1608,level 16,fit off,
,,1609,expanded,1609,level 16,fit off,
,,Level 17,grouping,level 17,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 17,fit off,
,,1701,expanded,1701,level 17,fit off,
,,1702,expanded,1702,level 17,fit off,
,,1703,expanded,1703,level 17,fit off,
,,1704,expanded,1704,level 17,fit off,
,,1705,expanded,1705,level 17,fit off,
,,1706,expanded,1706,level 17,fit off,
,,1707,expanded,1707,level 17,fit off,
,,1708,expanded,1708,level 17,fit off,
,,1709,expanded,1709,level 17,fit off,
,,Level 18,grouping,level 18,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 18,fit off,
,,1801,expanded,1801,level 18,fit off,
,,1802,expanded,1802,level 18,fit off,
,,1803,expanded,1803,level 18,fit off,
,,1804,expanded,1804,level 18,fit off,
,,1805,expanded,1805,level 18,fit off,
,,1806,expanded,1806,level 18,fit off,
,,1807,expanded,1807,level 18,fit off,
,,1808,expanded,1808,level 18,fit off,
,,1809,expanded,1809,level 18,fit off,
,,Level 19,grouping,level 19,,,
,,"Lobby, Lift & Stairs",expanded,level 19,"lobby, lift & stairs",fit off,
,,1901,expanded,1901,level 19,fit off,
,,1902,expanded,1902,level 19,fit off,
,,1903,expanded,1903,level 19,fit off,
,,1904,expanded,1904,level 19,fit off,
,,1905,expanded,1905,level 19,fit off,
,,1906,expanded,1906,level 19,fit off,
,,1907,expanded,1907,level 19,fit off,
,,1908,expanded,1908,level 19,fit off,
,,1909,expanded,1909,level 19,fit off,
,,Level 20,grouping,level 20,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 20,fit off,
,,2001,expanded,2001,level 20,fit off,
,,2002,expanded,2002,level 20,fit off,
,,2003,expanded,2003,level 20,fit off,
,,2004,expanded,2004,level 20,fit off,
,,2005,expanded,2005,level 20,fit off,
,,2006,expanded,2006,level 20,fit off,
,,2007,expanded,2007,level 20,fit off,
,,2008,expanded,2008,level 20,fit off,
,,2009,expanded,2009,level 20,fit off,
,,Level 21,grouping,level 21,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 21,fit off,
,,2101,expanded,2101,level 21,fit off,
,,2102,expanded,2102,level 21,fit off,
,,2103,expanded,2103,level 21,fit off,
,,2104,expanded,2104,level 21,fit off,
,,2105,expanded,2105,level 21,fit off,
,,2106,expanded,2106,level 21,fit off,
,,2107,expanded,2107,level 21,fit off,
,,2108,expanded,2108,level 21,fit off,
,,2109,expanded,2109,level 21,fit off,
,,Level 22,grouping,level 22,,,
,,"Lobby, Lift & Stairs",expanded,level 22,"lobby, lift & stairs",fit off,
,,2201,expanded,2201,level 22,fit off,
,,2202,expanded,2202,level 22,fit off,
,,2203,expanded,2203,level 22,fit off,
,,2204,expanded,2204,level 22,fit off,
,,2205,expanded,2205,level 22,fit off,
,,2206,expanded,2206,level 22,fit off,
,,2207,expanded,2207,level 22,fit off,
,,2208,expanded,2208,level 22,fit off,
,,2209,expanded,2209,level 22,fit off,
,,Level 23,grouping,level 23,,,
,,"Lobby, Lift & Stairs",expanded,level 23,"lobby, lift & stairs",fit off,
,,2301,expanded,2301,level 23,fit off,
,,2302,expanded,2302,level 23,fit off,
,,2303,expanded,2303,level 23,fit off,
,,2304,expanded,2304,level 23,fit off,
,,2305,expanded,2305,level 23,fit off,
,,2306,expanded,2306,level 23,fit off,
,,2307,expanded,2307,level 23,fit off,
,,2308,expanded,2308,level 23,fit off,
,,2309,expanded,2309,level 23,fit off,
,,Level 24,grouping,level 24,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 24,fit off,
,,2401,expanded,2401,level 24,fit off,
,,2402,expanded,2402,level 24,fit off,
,,2403,expanded,2403,level 24,fit off,
,,2404,expanded,2404,level 24,fit off,
,,2405,expanded,2405,level 24,fit off,
,,2406,expanded,2406,level 24,fit off,
,,2407,expanded,2407,level 24,fit off,
,,2408,expanded,2408,level 24,fit off,
,,2409,expanded,2409,level 24,fit off,
,,Level 25,grouping,level 25,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 25,fit off,
,,2501,expanded,2501,level 25,fit off,
,,2502,expanded,2502,level 25,fit off,
,,2503,expanded,2503,level 25,fit off,
,,2504,expanded,2504,level 25,fit off,
,,2505,expanded,2505,level 25,fit off,
,,2506,expanded,2506,level 25,fit off,
,,2507,expanded,2507,level 25,fit off,
,,2508,expanded,2508,level 25,fit off,
,,2509,expanded,2509,level 25,fit off,
,,Level 26,grouping,level 26,,,
,,"Lobby, Lift & Stairs",expanded,level 26,"lobby, lift & stairs",fit off,
,,2601,expanded,2601,level 26,fit off,
,,2602,expanded,2602,level 26,fit off,
,,2603,expanded,2603,level 26,fit off,
,,2604,expanded,2604,level 26,fit off,
,,2605,expanded,2605,level 26,fit off,
,,2606,expanded,2606,level 26,fit off,
,,2607,expanded,2607,level 26,fit off,
,,2608,expanded,2608,level 26,fit off,
,,2609,expanded,2609,level 26,fit off,
,,Level 27,grouping,level 27,,,
,,"Lobby, Lift & Stairs",expanded,level 27,"lobby, lift & stairs",fit off,
,,2701,expanded,2701,level 27,fit off,
,,2702,expanded,2702,level 27,fit off,
,,2703,expanded,2703,level 27,fit off,
,,2704,expanded,2704,level 27,fit off,
,,2705,expanded,2705,level 27,fit off,
,,2706,expanded,2706,level 27,fit off,
,,2707,expanded,2707,level 27,fit off,
,,2708,expanded,2708,level 27,fit off,
,,2709,expanded,2709,level 27,fit off,
,,Level 28,grouping,level 28,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 28,fit off,
,,2801,expanded,2801,level 28,fit off,
,,2802,expanded,2802,level 28,fit off,
,,2803,expanded,2803,level 28,fit off,
,,2804,expanded,2804,level 28,fit off,
,,2805,expanded,2805,level 28,fit off,
,,2806,expanded,2806,level 28,fit off,
,,2807,expanded,2807,level 28,fit off,
,,2808,expanded,2808,level 28,fit off,
,,2809,expanded,2809,level 28,fit off,
,,Level 29,grouping,level 29,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 29,fit off,
,,2901,expanded,2901,level 29,fit off,
,,2902,expanded,2902,level 29,fit off,
,,2903,expanded,2903,level 29,fit off,
,,2904,expanded,2904,level 29,fit off,
,,2905,expanded,2905,level 29,fit off,
,,2906,expanded,2906,level 29,fit off,
,,2907,expanded,2907,level 29,fit off,
,,2908,expanded,2908,level 29,fit off,
,,2909,expanded,2909,level 29,fit off,
,,Level 30,grouping,level 30,,,
,,"Lobby, Lift & Stairs",expanded,level 30,"lobby, lift & stairs",fit off,
,,3001,expanded,3001,level 30,fit off,
,,3002,expanded,3002,level 30,fit off,
,,3003,expanded,3003,level 30,fit off,
,,3004,expanded,3004,level 30,fit off,
,,3005,expanded,3005,level 30,fit off,
,,3006,expanded,3006,level 30,fit off,
,,3007,expanded,3007,level 30,fit off,
,,3008,expanded,3008,level 30,fit off,
,,3009,expanded,3009,level 30,fit off,
,,Level 31,grouping,level 31,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 31,fit off,
,,3101,expanded,3101,level 31,fit off,
,,3102,expanded,3102,level 31,fit off,
,,3103,expanded,3103,level 31,fit off,
,,3104,expanded,3104,level 31,fit off,
,,3105,expanded,3105,level 31,fit off,
,,3106,expanded,3106,level 31,fit off,
,,3107,expanded,3107,level 31,fit off,
,,3108,expanded,3108,level 31,fit off,
,,3109,expanded,3109,level 31,fit off,
,,Level 32,grouping,level 32,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 32,fit off,
,,3201,expanded,3201,level 32,fit off,
,,3202,expanded,3202,level 32,fit off,
,,3203,expanded,3203,level 32,fit off,
,,3204,expanded,3204,level 32,fit off,
,,3205,expanded,3205,level 32,fit off,
,,3206,expanded,3206,level 32,fit off,
,,3207,expanded,3207,level 32,fit off,
,,3208,expanded,3208,level 32,fit off,
,,3209,expanded,3209,level 32,fit off,
,,Level 33,grouping,level 33,,,
,,"Lobby, Lift & Stairs",expanded,level 33,"lobby, lift & stairs",fit off,
,,3301,expanded,3301,level 33,fit off,
,,3302,expanded,3302,level 33,fit off,
,,3303,expanded,3303,level 33,fit off,
,,3304,expanded,3304,level 33,fit off,
,,3305,expanded,3305,level 33,fit off,
,,3306,expanded,3306,level 33,fit off,
,,3307,expanded,3307,level 33,fit off,
,,3308,expanded,3308,level 33,fit off,
,,3309,expanded,3309,level 33,fit off,
,,Level 34,grouping,level 34,,,
,,"Lobby, Lift & Stairs",expanded,level 34,"lobby, lift & stairs",fit off,
,,3401,expanded,3401,level 34,fit off,
,,3402,expanded,3402,level 34,fit off,
,,3403,expanded,3403,level 34,fit off,
,,3404,expanded,3404,level 34,fit off,
,,3405,expanded,3405,level 34,fit off,
,,3406,expanded,3406,level 34,fit off,
,,3407,expanded,3407,level 34,fit off,
,,3408,expanded,3408,level 34,fit off,
,,3409,expanded,3409,level 34,fit off,
,,Level 35,grouping,level 35,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 35,fit off,
,,3501,expanded,3501,level 35,fit off,
,,3502,expanded,3502,level 35,fit off,
,,3503,expanded,3503,level 35,fit off,
,,3504,expanded,3504,level 35,fit off,
,,3505,expanded,3505,level 35,fit off,
,,3506,expanded,3506,level 35,fit off,
,,3507,expanded,3507,level 35,fit off,
,,3508,expanded,3508,level 35,fit off,
,,3509,expanded,3509,level 35,fit off,
,,Level 36,grouping,level 36,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 36,fit off,
,,3601,expanded,3601,level 36,fit off,
,,3602,expanded,3602,level 36,fit off,
,,3603,expanded,3603,level 36,fit off,
,,3604,expanded,3604,level 36,fit off,
,,3605,expanded,3605,level 36,fit off,
,,3606,expanded,3606,level 36,fit off,
,,3607,expanded,3607,level 36,fit off,
,,3608,expanded,3608,level 36,fit off,
,,3609,expanded,3609,level 36,fit off,
,,Level 37,grouping,level 37,,,
,,"Lobby, Lift & Stairs",expanded,level 37,"lobby, lift & stairs",fit off,
,,3701,expanded,3701,level 37,fit off,
,,3702,expanded,3702,level 37,fit off,
,,3703,expanded,3703,level 37,fit off,
,,3704,expanded,3704,level 37,fit off,
,,3705,expanded,3705,level 37,fit off,
,,3706,expanded,3706,level 37,fit off,
,,3707,expanded,3707,level 37,fit off,
,,3708,expanded,3708,level 37,fit off,
,,3709,expanded,3709,level 37,fit off,
,,Level 38,grouping,level 38,,,
,,"Lobby, Lift & Stairs",expanded,level 38,"lobby, lift & stairs",fit off,
,,3801,expanded,3801,level 38,fit off,
,,3802,expanded,3802,level 38,fit off,
,,3803,expanded,3803,level 38,fit off,
,,3804,expanded,3804,level 38,fit off,
,,3805,expanded,3805,level 38,fit off,
,,3806,expanded,3806,level 38,fit off,
,,3807,expanded,3807,level 38,fit off,
,,3808,expanded,3808,level 38,fit off,
,,3809,expanded,3809,level 38,fit off,
,,Level 39,grouping,level 39,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 39,fit off,
,,3901,expanded,3901,level 39,fit off,
,,3902,expanded,3902,level 39,fit off,
,,3903,expanded,3903,level 39,fit off,
,,3904,expanded,3904,level 39,fit off,
,,3905,expanded,3905,level 39,fit off,
,,3906,expanded,3906,level 39,fit off,
,,3907,expanded,3907,level 39,fit off,
,,3908,expanded,3908,level 39,fit off,
,,3909,expanded,3909,level 39,fit off,
,,Level 40,grouping,level 40,,,
,,"Lobby, Lift & Stairs",expanded,level 40,"lobby, lift & stairs",fit off,
,,Commercial Space,expanded,commercial space,level 40,fit off,
,,Level 41,grouping,level 41,,,
,,"Lobby, Lift & Stairs",expanded,level 41,"lobby, lift & stairs",fit off,
,,Commercial Space,expanded,level 41,commercial space,fit off,
,,Machine Room Lift 1 to 4,expanded,level 41,machine room lift 1 to 4,fit off,
,,Level 42,grouping,level 42,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 42,fit off,
,,Commercial Space,expanded,commercial space,level 42,fit off,
,,Plant Room,expanded,plant room,level 42,fit off,
,,Level 43,grouping,level 43,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 43,fit off,
,,Commercial Space,expanded,commercial space,level 43,fit off,
,,Plant Room,expanded,plant room,level 43,fit off,
,,Level 44,grouping,level 44,,,
,,"Lobby, Lift & Stairs",expanded,level 44,"lobby, lift & stairs",fit off,
,,Commercial Space,expanded,commercial space,level 44,fit off,
,,Plant Room,expanded,level 44,plant room,fit off,
,,Level 45,grouping,level 45,,,
,,"Lobby, Lift & Stairs",expanded,level 45,"lobby, lift & stairs",fit off,
,,Commercial Space,expanded,level 45,commercial space,fit off,
,,Plant Room,expanded,level 45,plant room,fit off,
,,Level 46,grouping,level 46,,,
,,"Lobby, Lift & Stairs",expanded,"lobby, lift & stairs",level 46,fit off,
,,Commercial Space,expanded,commercial space,level 46,fit off,
,,Plant Room,expanded,plant room,level 46,fit off,
,Columns,,,,,,
,,Confirm area of work is accessible & acceptable to commence,,confirm area of work is accessible & acceptable to commence (if not comment below),,,
,,Work completed by,Work completed by,confirm area of work is accessible & acceptable to commence (if not comment below),,,
,,"Mark out Item locations. Check quantities, lamps & fittings",,"mark out item locations. check quantities, lamps & fittings",,,
,,Identify lights & correlate against correct layout,,identify lights & correlate against correct layout,,,
,,Install fittings using approved fixings,Install fittings using approved fixings.,identify lights & correlate against correct layout,,,
,,Ensure fittings are straight & true,Ensure fittings are straight & true.,identify lights & correlate against correct layout,,,
,,Check for correct operation,Check for correct operation.,identify lights & correlate against correct layout,,,
,,Test & commission,Test & commission.,identify lights & correlate against correct layout,,,
,,Check quantities of GPO's/switches & correlate against layout,,check quantities of gpo's / switches & correlate against correct layout,,,
,,Cut-out or clear fixings in walls,Cut-out or clear fixings in walls,check quantities of gpo's / switches & correlate against correct layout,,,
,,"Identify cables, strip ends in approved manner & connect","Identify cables, strip ends in approved manner and connect.",check quantities of gpo's / switches & correlate against correct layout,,,
,,Test & commission,Test & commission,check quantities of gpo's / switches & correlate against correct layout,,,
,,Check quantities of telephone points & correlate against layout,,check quantities of telephone points & correlate against correct layout.,,,
,,Cut-out or clear fixings in wall.,Cut-out or clear fixings in wall.,check quantities of telephone points & correlate against correct layout.,,,
,,"Identify cables, strip ends in approved manner & connect","Identify cables, strip ends in approved manner and connect.",check quantities of telephone points & correlate against correct layout.,,,
,,Test & commission,Test & commission,check quantities of telephone points & correlate against correct layout.,,,
,,Check quantities of data points & correlate against correct layout,,check quantities of data points & correlate against correct layout.,,,
,,Cut-out or clear fixings in wall,Cut-out or clear fixings in wall.,check quantities of data points & correlate against correct layout.,,,
,,"Identify cables, strip ends in approved manner & connect","Identify cables, strip ends in approved manner and connect.",check quantities of data points & correlate against correct layout.,,,
,,Test & commission,Test & commission,check quantities of data points & correlate against correct layout.,,,
,,"Verify all inspections complete, Check Status and collate records",,"verify all inspections complete, check status and collate records",,,
,,,,,,,
Cleaning,,,,,,,
,Scope,,,Cleaning,Fit Off,,
,Rows,,,,,,
,,Fit Off,dynamic,Fit Off,Site QA,,
,Columns,,,,,,
,,Level cleaned,,Has level been cleaned - please attach a photo,,,
